MitoGene	ProteinGene	Correlation	PathwayList	PathwayList	isMitocondrial	isMitocondrial
CYC1	FIBP	0.732172			true	false
CYC1	DRAP1	0.72723			true	false
CYC1	YIF1A	0.726452			true	false
CYC1	GSTP1	0.742488		KEGG_DRUG_METABOLISM_CYTOCHROME_P450,KEGG_GLUTATHIONE_METABOLISM,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,KEGG_PATHWAYS_IN_CANCER,KEGG_PROSTATE_CANCER	true	false
CYC1	NDUFS8	0.807305		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
CYC1	FAM86C1	0.713757			true	false
CYC1	COA4	0.730258			true	true
CYC1	HMBS	0.791029		KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	true	true
CYC1	NDUFA9	0.742588		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
CYC1	NABP2	0.734242			true	false
CYC1	METTL1	0.726974			true	false
CYC1	ALKBH2	0.757622			true	false
CYC1	SLIRP	0.777253			true	true
CYC1	MRPL28	0.758723			true	true
CYC1	JMJD8	0.709981			true	false
CYC1	C16orf91	0.708064			true	true
CYC1	MRPS34	0.73451			true	true
CYC1	NDUFB10	0.722453		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
CYC1	TCEB2	0.784839		KEGG_PATHWAYS_IN_CANCER,KEGG_RENAL_CELL_CARCINOMA,KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	true	false
CYC1	NDUFAB1	0.747985		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
CYC1	DCTPP1	0.75255			true	false
CYC1	E2F4	0.717519		KEGG_CELL_CYCLE,KEGG_TGF_BETA_SIGNALING_PATHWAY	true	false
CYC1	GCSH	0.741908			true	true
CYC1	APRT	0.812648		KEGG_PURINE_METABOLISM	true	false
CYC1	PSMB6	0.765212		KEGG_PROTEASOME	true	false
CYC1	C1QBP	0.716711			true	true
CYC1	EIF5A	0.760731			true	false
CYC1	TP53	0.7113		KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,KEGG_APOPTOSIS,KEGG_BASAL_CELL_CARCINOMA,KEGG_BLADDER_CANCER,KEGG_CELL_CYCLE,KEGG_CHRONIC_MYELOID_LEUKEMIA,KEGG_COLORECTAL_CANCER,KEGG_ENDOMETRIAL_CANCER,KEGG_GLIOMA,KEGG_HUNTINGTONS_DISEASE,KEGG_MAPK_SIGNALING_PATHWAY,KEGG_MELANOMA,KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,KEGG_NON_SMALL_CELL_LUNG_CANCER,KEGG_P53_SIGNALING_PATHWAY,KEGG_PANCREATIC_CANCER,KEGG_PATHWAYS_IN_CANCER,KEGG_PROSTATE_CANCER,KEGG_SMALL_CELL_LUNG_CANCER,KEGG_THYROID_CANCER,KEGG_WNT_SIGNALING_PATHWAY	true	false
CYC1	PFAS	0.711312		KEGG_PURINE_METABOLISM	true	false
CYC1	POLDIP2	0.706665			true	true
CYC1	TUBG1	0.750778			true	false
CYC1	G6PC3	0.828066			true	false
CYC1	ATP5G1	0.841074		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
CYC1	SNF8	0.757156		KEGG_ENDOCYTOSIS	true	false
CYC1	PHB	0.793469			true	true
CYC1	SLC35B1	0.733602			true	false
CYC1	ALYREF	0.757639			true	false
CYC1	FASN	0.717218		KEGG_INSULIN_SIGNALING_PATHWAY	true	true
CYC1	SNRPD1	0.739141		KEGG_SPLICEOSOME,KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	true	false
CYC1	TIMM13	0.734608			true	true
CYC1	C19orf70	0.793879			true	true
CYC1	MRPL4	0.772386			true	true
CYC1	ASNA1	0.733244			true	false
CYC1	PRDX2	0.754762			true	true
CYC1	FARSA	0.753111		KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	true	false
CYC1	GADD45GIP1	0.707704			true	true
CYC1	NDUFB7	0.814976		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
CYC1	LSM4	0.740671		KEGG_RNA_DEGRADATION,KEGG_SPLICEOSOME	true	false
CYC1	COPE	0.727635			true	false
CYC1	TMEM147	0.711614			true	false
CYC1	TBCB	0.705507			true	false
CYC1	MRPS12	0.701274			true	true
CYC1	TIMM50	0.873356			true	true
CYC1	PSMC4	0.757046		KEGG_PROTEASOME	true	false
CYC1	TOMM40	0.834705		KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	true	true
CYC1	RUVBL2	0.804241			true	false
CYC1	PPP2R1A	0.718008		KEGG_LONG_TERM_DEPRESSION,KEGG_OOCYTE_MEIOSIS,KEGG_TGF_BETA_SIGNALING_PATHWAY,KEGG_TIGHT_JUNCTION,KEGG_WNT_SIGNALING_PATHWAY	true	false
CYC1	HSPBP1	0.748028			true	false
CYC1	SNRPB	0.777064		KEGG_SPLICEOSOME,KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	true	false
CYC1	ROMO1	0.775465			true	true
CYC1	TOMM22	0.730797			true	true
CYC1	NHP2L1	0.730454		KEGG_SPLICEOSOME	true	false
CYC1	HSD17B10	0.820778		KEGG_ALZHEIMERS_DISEASE,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	true	true
CYC1	NSDHL	0.717555		KEGG_STEROID_BIOSYNTHESIS	true	false
CYC1	IDH3G	0.716565		KEGG_CITRATE_CYCLE_TCA_CYCLE	true	true
CYC1	LAGE3	0.713629			true	false
SDHB	MRPL20	0.723847	KEGG_ALZHEIMERS_DISEASE,KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE		true	true
SDHB	CDC42	0.716326		KEGG_ADHERENS_JUNCTION,KEGG_AXON_GUIDANCE,KEGG_CHEMOKINE_SIGNALING_PATHWAY,KEGG_ENDOCYTOSIS,KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,KEGG_FOCAL_ADHESION,KEGG_GNRH_SIGNALING_PATHWAY,KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,KEGG_MAPK_SIGNALING_PATHWAY,KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,KEGG_PANCREATIC_CANCER,KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,KEGG_PATHWAYS_IN_CANCER,KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,KEGG_RENAL_CELL_CARCINOMA,KEGG_TIGHT_JUNCTION,KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,KEGG_VEGF_SIGNALING_PATHWAY	true	false
SDHB	PPP1R8	0.755583			true	false
SDHB	DNAJC8	0.701034			true	false
SDHB	PSMB2	0.782018		KEGG_PROTEASOME	true	false
SDHB	PRDX1	0.72091		KEGG_PEROXISOME	true	false
SDHB	ATP5F1	0.755671		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
SDHB	SDHC	0.745456		KEGG_ALZHEIMERS_DISEASE,KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
SDHB	TIMM17A	0.717876			true	true
SDHB	FH	0.778649		KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_PATHWAYS_IN_CANCER,KEGG_RENAL_CELL_CARCINOMA	true	true
SDHB	YWHAQ	0.775798		KEGG_CELL_CYCLE,KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,KEGG_OOCYTE_MEIOSIS,KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	true	false
SDHB	DDX1	0.816348			true	false
SDHB	RAB10	0.708174			true	false
SDHB	PPM1G	0.723958			true	false
SDHB	RAB1A	0.759342			true	false
SDHB	TXNDC9	0.727105			true	false
SDHB	PSMD14	0.733771		KEGG_PROTEASOME	true	false
SDHB	HAT1	0.710391			true	false
SDHB	BZW1	0.740787			true	false
SDHB	NDUFS1	0.716676		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
SDHB	PSMD1	0.71663		KEGG_PROTEASOME	true	false
SDHB	DPH3	0.720951			true	false
SDHB	PSMD6	0.808889		KEGG_PROTEASOME	true	false
SDHB	RAB7A	0.76055			true	false
SDHB	GFM1	0.723716			true	true
SDHB	MRPL47	0.763729			true	true
SDHB	MRFAP1	0.722687			true	false
SDHB	FBXL5	0.713906			true	false
SDHB	MRPS18C	0.78088			true	true
SDHB	AP3B1	0.718343		KEGG_LYSOSOME	true	false
SDHB	H2AFY	0.776578		KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	true	false
SDHB	UBLCP1	0.785297			true	false
SDHB	RPL7L1	0.708095			true	false
SDHB	NDUFA4	0.732067		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
SDHB	MALSU1	0.785518			true	true
SDHB	PSMC2	0.750593		KEGG_PROTEASOME	true	false
SDHB	C7orf49	0.720729			true	false
SDHB	SSBP1	0.700937		KEGG_DNA_REPLICATION,KEGG_HOMOLOGOUS_RECOMBINATION,KEGG_MISMATCH_REPAIR	true	true
SDHB	UBE3C	0.720572		KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	true	false
SDHB	NDUFB9	0.735376		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
SDHB	CHRAC1	0.740412			true	false
SDHB	RRAGA	0.747645			true	false
SDHB	NDUFB6	0.729897		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
SDHB	STOML2	0.70587			true	true
SDHB	TOR1A	0.783341			true	false
SDHB	CDC123	0.717861			true	false
SDHB	NCOA4	0.753613		KEGG_PATHWAYS_IN_CANCER,KEGG_THYROID_CANCER	true	true
SDHB	ANXA7	0.735987			true	false
SDHB	EIF5AL1	0.710805			true	false
SDHB	GHITM	0.719789			true	true
SDHB	MCMBP	0.705564			true	false
SDHB	TALDO1	0.760756		KEGG_PENTOSE_PHOSPHATE_PATHWAY	true	false
SDHB	PSMA1	0.740473		KEGG_PROTEASOME	true	false
SDHB	DLAT	0.714039		KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,KEGG_PYRUVATE_METABOLISM	true	true
SDHB	STRAP	0.731941			true	false
SDHB	TWF1	0.713373			true	false
SDHB	ORMDL2	0.71367			true	false
SDHB	WIBG	0.768621			true	false
SDHB	ATP5B	0.779823		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
SDHB	RAN	0.753189			true	false
SDHB	SAP18	0.76451			true	false
SDHB	TM9SF2	0.724986			true	false
SDHB	TINF2	0.712795			true	false
SDHB	PSMA6	0.816751		KEGG_PROTEASOME	true	true
SDHB	PSMA3	0.789553		KEGG_PROTEASOME	true	false
SDHB	CPSF2	0.731875			true	false
SDHB	EMC7	0.795104			true	false
SDHB	CHP1	0.707063			true	false
SDHB	PSMA4	0.709148		KEGG_PROTEASOME	true	false
SDHB	MORF4L1	0.721914			true	false
SDHB	NUP93	0.700721			true	false
SDHB	GOT2	0.727259		KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,KEGG_ARGININE_AND_PROLINE_METABOLISM,KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,KEGG_PHENYLALANINE_METABOLISM,KEGG_TYROSINE_METABOLISM	true	true
SDHB	PSMB6	0.759999		KEGG_PROTEASOME	true	false
SDHB	C1QBP	0.748013			true	true
SDHB	RAB5C	0.745718		KEGG_ENDOCYTOSIS,KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	true	false
SDHB	PSME3	0.75613		KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,KEGG_PROTEASOME	true	false
SDHB	MRPS23	0.773143			true	true
SDHB	CLTC	0.706454		KEGG_ENDOCYTOSIS,KEGG_HUNTINGTONS_DISEASE,KEGG_LYSOSOME	true	false
SDHB	PSMC5	0.758314		KEGG_PROTEASOME	true	false
SDHB	ATP5A1	0.748851		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
SDHB	UQCRFS1	0.785577		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
SDHB	PSMD8	0.711471		KEGG_PROTEASOME	true	false
SDHB	PSMC4	0.742726		KEGG_PROTEASOME	true	false
SDHB	MAPRE1	0.726939			true	false
SDHB	YWHAB	0.792804		KEGG_CELL_CYCLE,KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,KEGG_OOCYTE_MEIOSIS	true	false
SDHB	RTFDC1	0.744789			true	false
SDHB	PSMA7	0.709409		KEGG_PROTEASOME	true	false
SDHB	ATP5J	0.703455		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
SDHB	UFD1L	0.715768			true	false
SDHB	XRCC6	0.774473		KEGG_NON_HOMOLOGOUS_END_JOINING	true	false
SDHB	SLC25A5	0.726272		KEGG_CALCIUM_SIGNALING_PATHWAY,KEGG_HUNTINGTONS_DISEASE,KEGG_PARKINSONS_DISEASE	true	true
SDHB	FAM127C	0.774024			true	false
COQ7	SNRNP200	0.706206		KEGG_SPLICEOSOME	true	false
COQ7	ZSCAN25	0.71091			true	false
COQ7	KAT5	0.71647			true	false
COQ7	GOSR1	0.702019		KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	true	false
COQ7	USP16	0.727532			true	false
UQCRC1	PSMB2	0.732	KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	KEGG_PROTEASOME	true	false
UQCRC1	ATP5F1	0.733459		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
UQCRC1	APOA1BP	0.723008			true	true
UQCRC1	TOMM40L	0.708228		KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	true	true
UQCRC1	TIMM17A	0.735537			true	true
UQCRC1	FH	0.798987		KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_PATHWAYS_IN_CANCER,KEGG_RENAL_CELL_CARCINOMA	true	true
UQCRC1	PSMD14	0.765755		KEGG_PROTEASOME	true	false
UQCRC1	GORASP2	0.736621			true	false
UQCRC1	ATP5G3	0.815038		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
UQCRC1	ATIC	0.77728		KEGG_ONE_CARBON_POOL_BY_FOLATE,KEGG_PURINE_METABOLISM	true	true
UQCRC1	PSMD1	0.719112		KEGG_PROTEASOME	true	false
UQCRC1	SEC13	0.790213			true	false
UQCRC1	APEH	0.732892			true	false
UQCRC1	PSMD2	0.725104		KEGG_PROTEASOME	true	false
UQCRC1	EIF4G1	0.700627		KEGG_VIRAL_MYOCARDITIS	true	false
UQCRC1	XXYLT1	0.713455			true	false
UQCRC1	NDUFS6	0.742056		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
UQCRC1	VARS	0.779306		KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	true	false
UQCRC1	SLC39A7	0.738365			true	false
UQCRC1	UQCC2	0.730384			true	true
UQCRC1	DNPH1	0.764892			true	false
UQCRC1	OGDH	0.720814		KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_LYSINE_DEGRADATION,KEGG_TRYPTOPHAN_METABOLISM	true	true
UQCRC1	MDH2	0.838251		KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,KEGG_PYRUVATE_METABOLISM	true	true
UQCRC1	COPS6	0.769557			true	false
UQCRC1	AP1S1	0.704623		KEGG_LYSOSOME	true	false
UQCRC1	PSMC2	0.71118		KEGG_PROTEASOME	true	false
UQCRC1	NDUFB9	0.789539		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
UQCRC1	PUF60	0.791011		KEGG_SPLICEOSOME	true	false
UQCRC1	EXOSC4	0.751849		KEGG_RNA_DEGRADATION	true	false
UQCRC1	CYC1	0.7474		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
UQCRC1	STOML2	0.806076			true	true
UQCRC1	PTGES2	0.724191		KEGG_ARACHIDONIC_ACID_METABOLISM	true	true
UQCRC1	MED27	0.719389			true	false
UQCRC1	ATP5C1	0.718376		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
UQCRC1	MRPS16	0.70481			true	true
UQCRC1	EIF5AL1	0.729864			true	false
UQCRC1	SMPD1	0.769875		KEGG_LYSOSOME,KEGG_SPHINGOLIPID_METABOLISM	true	false
UQCRC1	PSMC3	0.777388		KEGG_PROTEASOME	true	false
UQCRC1	NDUFS3	0.851537		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
UQCRC1	MTCH2	0.758638			true	true
UQCRC1	COX8A	0.72413		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
UQCRC1	CAPN1	0.714079		KEGG_ALZHEIMERS_DISEASE,KEGG_APOPTOSIS	true	false
UQCRC1	CFL1	0.765096		KEGG_AXON_GUIDANCE,KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	true	false
UQCRC1	FIBP	0.724913			true	false
UQCRC1	DRAP1	0.702957			true	false
UQCRC1	YIF1A	0.749049			true	false
UQCRC1	CORO1B	0.742829			true	false
UQCRC1	NDUFS8	0.761805		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
UQCRC1	FAM86C1	0.732832			true	false
UQCRC1	HMBS	0.753117		KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	true	true
UQCRC1	NDUFA9	0.7129		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
UQCRC1	USP5	0.764544			true	false
UQCRC1	ATP5B	0.764604		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
UQCRC1	PSMB5	0.705836		KEGG_PROTEASOME	true	false
UQCRC1	PSMA4	0.703842		KEGG_PROTEASOME	true	false
UQCRC1	JMJD8	0.789088			true	false
UQCRC1	TCEB2	0.728455		KEGG_PATHWAYS_IN_CANCER,KEGG_RENAL_CELL_CARCINOMA,KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	true	false
UQCRC1	FAM86A	0.744246			true	false
UQCRC1	ALDOA	0.730411		KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,KEGG_PENTOSE_PHOSPHATE_PATHWAY	true	false
UQCRC1	GOT2	0.74496		KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,KEGG_ARGININE_AND_PROLINE_METABOLISM,KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,KEGG_PHENYLALANINE_METABOLISM,KEGG_TYROSINE_METABOLISM	true	true
UQCRC1	ATP6V0D1	0.704132		KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,KEGG_LYSOSOME,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_VIBRIO_CHOLERAE_INFECTION	true	false
UQCRC1	TAX1BP3	0.742213			true	false
UQCRC1	PSMB6	0.821508		KEGG_PROTEASOME	true	false
UQCRC1	EIF5A	0.761308			true	false
UQCRC1	MPDU1	0.715641			true	false
UQCRC1	POLDIP2	0.838907			true	true
UQCRC1	ACLY	0.718883		KEGG_CITRATE_CYCLE_TCA_CYCLE	true	true
UQCRC1	TUBG1	0.765203			true	false
UQCRC1	G6PC3	0.759142			true	false
UQCRC1	ICT1	0.707133			true	true
UQCRC1	ATP5A1	0.717379		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
UQCRC1	EVI5L	0.709687			true	false
UQCRC1	SMARCA4	0.742322			true	false
UQCRC1	ASNA1	0.778616			true	false
UQCRC1	PRDX2	0.74566			true	true
UQCRC1	NACC1	0.764654			true	false
